,sector,property_type,society,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,servant room,study room,others,pooja room,store room,furnishing_type,luxury_score
1773,sector 63,flat,adani brahma samsara vilasa,3.25,29545.0,1100.0,Built Up area: 2700 (250.84 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),3,3,3,4.0,North-East,New Property,,2700.0,1100.0,0,0,1,0,0,1,41
1796,sector 13,house,independent,9.0,100000.0,900.0,Plot area 900(83.61 sq.m.),10,5,3+,4.0,Na,Old Property,,900.0,,0,0,0,0,0,1,0
1809,sector 54,house,independent,3.75,234375.0,160.0,Plot area 160(14.86 sq.m.),4,4,3,3.0,East,Moderately New Property,,160.0,,1,0,0,0,0,0,13
1818,sector 73,house,dlf alameda,17.0,35109.0,4842.06,Plot area 4842(449.84 sq.m.)Built Up area: 9000 sq.ft. (836.13 sq.m.),5,8,3,3.0,North-West,Relatively new property,,9000.0,,1,1,0,1,1,2,87
1846,sector 48,house,vipul tatvam villa,7.25,201388.0,360.0,Plot area 360(33.45 sq.m.),4,4,3,2.0,Na,Relatively new property,,360.0,,1,1,0,1,1,0,103
1865,sector 38,house,huda plot sector 38,4.3,245398.0,175.23,Plot area 163(15.14 sq.m.)Built Up area: 145 sq.ft. (13.47 sq.m.),13,13,3+,5.0,North-West,Relatively new property,,145.0,,0,0,0,0,0,2,7
1868,sector 48,house,vipul tatvam villa,8.5,26235.0,3239.95,Plot area 360(301.01 sq.m.),4,4,2,,East,Moderately New Property,,3240.0,,1,0,0,1,1,1,88
1885,sector 25,house,independent,7.6,38760.0,1960.78,Plot area 215(179.77 sq.m.),9,9,3,4.0,East,Relatively new property,,1935.0,,0,1,0,1,1,0,84
1899,sector 24,house,independent,4.5,33333.0,1350.01,Plot area 163(136.29 sq.m.)Built Up area: 160 sq.yards (133.78 sq.m.)Carpet area: 150 sq.yards (125.42 sq.m.),10,8,3+,4.0,East,Relatively new property,,160.0,150.0,1,0,0,0,1,0,56
1919,sector 47,house,independent,6.09,33665.0,1809.0,Plot area 201(168.06 sq.m.)Built Up area: 180 sq.yards (150.5 sq.m.)Carpet area: 150 sq.yards (125.42 sq.m.),12,11,3+,4.0,West,Moderately New Property,,180.0,150.0,0,0,0,1,0,2,44
1926,sector 25,house,independent,4.31,31926.0,1350.0,Plot area 150(125.42 sq.m.),5,4,3,3.0,North,Old Property,,1350.0,,0,0,0,0,0,1,40
1951,sector 66,house,emaar mgf marbella,18.0,55556.0,3239.97,Plot area 360(301.01 sq.m.),4,4,3+,3.0,East,Moderately New Property,,3240.0,,1,1,0,1,0,2,75
1953,sector 46,house,independent,3.6,24845.0,1448.98,Plot area 161(134.62 sq.m.),5,5,3+,3.0,South-East,Moderately New Property,,1449.0,,1,0,0,0,0,0,75
1962,sector 26,house,arjun marg/ sector- 26 phase- 1/ golf course road,31.5,35000.0,9000.0,Plot area 1000(836.13 sq.m.),7,9,3+,3.0,North-East,Moderately New Property,,9000.0,,1,1,0,1,1,2,74
1969,sector 55,house,private house,7.05,46906.0,1503.01,Plot area 167(139.63 sq.m.),18,18,3+,4.0,North-East,Relatively new property,,1503.0,,0,0,1,0,0,2,57
1970,sector 28,house,independent,9.0,27778.0,3239.97,Plot area 360(301.01 sq.m.),6,7,3+,3.0,North,Moderately New Property,,3240.0,,1,1,0,1,1,1,67
1984,sector 110,flat,ompee k s residency,1.6,26936.0,594.0,Carpet area: 66 (55.18 sq.m.),2,2,2,1.0,Na,Relatively new property,,,66.0,0,0,0,0,0,1,0
1988,sector 54,flat,dlf the crest,11.0,35222.0,3123.0,Super Built up area 3123(290.14 sq.m.),4,6,3,7.0,Na,Relatively new property,3123.0,,,1,0,0,0,0,2,125
1993,sector 31,house,huda housing board colony,4.6,31506.0,1460.04,Plot area 1460(135.64 sq.m.),6,4,3+,3.0,East,Old Property,,1460.0,,0,0,1,0,0,1,8
2013,sector 50,house,unitech escape,10.8,60000.0,1800.0,Plot area 290(242.48 sq.m.)Built Up area: 250 sq.yards (209.03 sq.m.)Carpet area: 200 sq.yards (167.23 sq.m.),4,4,3,2.0,North,Relatively new property,,250.0,200.0,1,1,0,1,1,0,103
2017,sector 43,house,ansal,1.85,308333.0,60.0,Plot area 60(5.57 sq.m.),8,8,3+,5.0,North-West,Relatively new property,,60.0,,0,0,0,0,0,1,53
2026,sector 47,house,malibu towne,1.15,41818.0,275.0,Plot area 275(25.55 sq.m.),3,3,3,2.0,North-East,Old Property,,275.0,,0,0,0,0,0,0,33
2031,sector 45,house,independent,17.0,37777.0,4500.09,Plot area 4500(418.06 sq.m.),5,8,3+,3.0,North-East,Relatively new property,,4500.0,,1,1,0,1,1,2,152
2042,sector 49,house,uppal southend,6.75,32328.0,2087.97,Built Up area: 232 (193.98 sq.m.),4,4,3,3.0,West,Relatively new property,,232.0,,1,0,0,0,0,0,26
2059,sector 3,house,independent,0.9,80357.0,112.0,Built Up area: 112 (10.41 sq.m.),3,3,0,2.0,Na,Undefined,,112.0,,0,0,0,0,0,1,0
2068,sector 50,house,independent,11.58,35741.0,3239.98,Plot area 360(301.01 sq.m.),5,5,3,2.0,Na,Moderately New Property,,3240.0,,1,0,0,0,0,1,20
2089,sector 50,house,unitech aspen greens,7.0,32407.0,2160.03,Plot area 240(200.67 sq.m.),4,4,2,2.0,East,Old Property,,2160.0,,1,0,0,0,0,1,29
2093,sector 54,house,independent,5.0,43066.0,1161.01,Plot area 129(107.86 sq.m.),21,21,3+,5.0,North,Relatively new property,,1161.0,,1,0,0,0,0,2,49
2096,sector 46,house,independent,6.81,36911.0,1844.98,Plot area 205(171.41 sq.m.),12,14,3+,,East,New Property,,1845.0,,1,0,1,0,0,0,40
2101,sector 47,house,independent,4.6,26620.0,1728.02,Plot area 192(160.54 sq.m.),7,6,3+,4.0,Na,Moderately New Property,,1728.0,,0,0,0,0,0,2,51
2102,sector 9,house,independent,1.1,55000.0,200.0,Plot area 200(18.58 sq.m.),4,3,1,2.0,North-East,Old Property,,200.0,,0,0,0,0,0,1,0
2148,sector 26,house,dlf city plots,17.0,37627.0,4518.03,Plot area 502(419.74 sq.m.),5,6,3,2.0,North-West,Old Property,,4518.0,,1,0,0,1,1,0,87
2155,sector 26,house,dlf city plots,13.5,29880.0,4518.07,Plot area 502(419.74 sq.m.),5,5,2,2.0,East,Moderately New Property,,4518.0,,1,1,1,0,0,0,104
2156,sector 26,house,independent,14.75,51864.0,2843.98,Plot area 316(264.22 sq.m.),16,20,3+,4.0,East,New Property,,2844.0,,1,1,0,1,1,0,153
2161,sector 43,house,independent,13.5,50000.0,2700.0,Plot area 300(250.84 sq.m.),16,16,3+,4.0,North-West,Relatively new property,,2700.0,,1,1,1,1,0,1,41
2173,sector 57,house,sector 57 huda,3.8,26063.0,1458.01,Plot area 162(135.45 sq.m.)Built Up area: 162 sq.yards (135.45 sq.m.)Carpet area: 160 sq.yards (133.78 sq.m.),8,8,3+,4.0,East,Relatively new property,,162.0,160.0,0,0,0,1,1,0,94
2174,sector 26,house,dlf city plots,4.0,40775.0,980.99,Plot area 109(91.14 sq.m.),4,3,2,2.0,Na,Relatively new property,,981.0,,0,0,0,0,0,0,0
2179,sector 28,house,independent,12.0,42194.0,2844.01,Plot area 316(264.22 sq.m.),4,5,3+,4.0,East,Relatively new property,,2844.0,,1,0,0,1,1,0,60
2203,sector 43,house,the laburnum,11.0,27160.0,4050.07,Plot area 450(376.26 sq.m.)Built Up area: 360 sq.yards (301.01 sq.m.)Carpet area: 350 sq.yards (292.64 sq.m.),5,6,3+,3.0,East,New Property,,360.0,350.0,1,0,0,1,0,0,160
2207,sector 43,house,sushant lok 1 builder floors,13.0,48148.0,2700.01,Plot area 300(250.84 sq.m.),3,3,3+,4.0,North,New Property,,2700.0,,0,0,0,1,0,0,7
2227,sector 66,house,emaar mgf marbella,12.0,38095.0,3150.02,Plot area 350(292.64 sq.m.),5,6,3+,4.0,North-East,New Property,,3150.0,,1,0,0,1,0,1,38
2260,sector 49,house,uppal southend,6.75,290948.0,232.0,Plot area 232(21.55 sq.m.),12,12,3+,,West,Moderately New Property,,232.0,,1,1,1,1,0,0,49
2266,sector 50,house,independent,10.45,38703.0,2700.05,Plot area 2700(250.84 sq.m.)Built Up area: 4000 sq.ft. (371.61 sq.m.),4,5,2,3.0,North,Moderately New Property,,4000.0,,1,1,0,1,0,0,142
2274,sector 63a,flat,birla navya,3.5,25925.0,1350.0,Carpet area: 1350 (125.42 sq.m.),3,3,3,1.0,Na,Under Construction,,,1350.0,0,0,0,0,0,1,38
2293,sector 57,house,independent,8.0,266666.0,300.0,Plot area 300(27.87 sq.m.),5,4,3,2.0,North,Relatively new property,,300.0,,1,1,0,1,0,1,21
2308,sector 105,house,independent,0.5,50000.0,100.0,Built Up area: 100 (9.29 sq.m.),2,2,0,1.0,Na,Undefined,,100.0,,0,0,0,0,0,1,0
2312,sector 17,house,independent,3.5,218750.0,160.0,Built Up area: 160 (14.86 sq.m.),6,6,3+,3.0,North-West,Undefined,,160.0,,0,0,0,0,0,1,0
2323,sector 4,house,independent,0.61,100000.0,61.0,Plot area 61(5.67 sq.m.),2,2,2,2.0,South-East,Moderately New Property,,61.0,,0,0,1,0,0,1,14
2350,sector 27,house,independent,8.0,26298.0,3042.06,Plot area 338(282.61 sq.m.),9,9,3,4.0,North-East,Relatively new property,,3042.0,,1,1,0,1,1,2,110
2396,sector 25,house,dlf city plots phase 2,10.55,39074.0,2700.01,Plot area 300(250.84 sq.m.),5,6,3+,3.0,East,Moderately New Property,,2700.0,,1,1,0,1,1,1,131
2401,sector 48,house,independent,8.4,25926.0,3239.99,Plot area 360(301.01 sq.m.),4,4,3,2.0,Na,Old Property,,3240.0,,1,0,0,1,0,0,15
2413,sector 45,house,independent,16.0,35000.0,4571.43,Plot area 500(418.06 sq.m.),6,7,3+,3.0,East,Relatively new property,,4500.0,,1,1,0,1,1,0,105
2432,sector 109,house,international city by sobha phase 2,9.5,26389.0,3599.98,Plot area 400(334.45 sq.m.),5,5,3+,2.0,South,Relatively new property,,3600.0,,1,1,0,1,1,1,133
2438,sector 104,house,independent,0.8,80000.0,100.0,Plot area 100(9.29 sq.m.),13,6,3+,3.0,South,Moderately New Property,,100.0,,1,1,1,1,0,1,0
2439,sector 28,house,housing board colony,3.5,25926.0,1350.0,Plot area 150(125.42 sq.m.),6,6,3,3.0,Na,Relatively new property,,1350.0,,0,0,0,0,0,1,0
2447,sector 25,house,independent,6.5,36111.0,1800.01,Plot area 200(167.23 sq.m.),4,4,3+,2.0,North-East,Moderately New Property,,1800.0,,1,1,0,1,1,1,61
2455,sector 65,house,emaar emerald hills,12.5,34722.0,3600.02,Plot area 400(334.45 sq.m.),4,4,3+,2.0,East,Relatively new property,,3600.0,,1,1,0,0,0,1,56
2466,sector 43,house,sushant lok 1 builder floors,10.85,28841.0,3762.01,Plot area 418(349.5 sq.m.),8,8,3,3.0,West,Moderately New Property,,3762.0,,1,1,0,1,1,2,160
2477,sector 82,house,vatika india next,7.0,194444.0,360.0,Plot area 360(33.45 sq.m.)Built Up area: 3900 sq.ft. (362.32 sq.m.)Carpet area: 3743 sq.ft. (347.74 sq.m.),4,4,3+,3.0,North-East,Relatively new property,,3900.0,3743.0,1,0,0,0,0,2,105
2481,sector 14,house,sector 14 rwa,6.5,26000.0,2500.0,Plot area 2500(232.26 sq.m.),5,5,0,4.0,Na,Moderately New Property,,2500.0,,0,0,0,0,0,1,0
2491,sector 54,house,dlf the grove,5.7,211111.0,270.0,Built Up area: 270 (25.08 sq.m.),4,4,0,1.0,Na,Undefined,,270.0,,0,0,0,0,0,1,46
2507,sector 26,house,independent,12.5,38580.0,3240.02,Plot area 360(301.01 sq.m.),5,5,3+,2.0,North,Old Property,,3240.0,,1,1,0,1,1,0,79
2519,sector 54,flat,dlf park place,4.86,25920.0,1875.0,Super Built up area 1875(174.19 sq.m.),3,4,3+,7.0,West,Relatively new property,1875.0,,,1,0,0,0,0,0,49
2521,sector 28,house,independent,11.0,33951.0,3239.96,Plot area 360(301.01 sq.m.),13,13,3+,3.0,East,Relatively new property,,3240.0,,1,1,0,1,0,2,122
2528,sector 26,house,independent,13.5,29880.0,4518.07,Plot area 502(419.74 sq.m.),5,5,3+,2.0,North-East,Relatively new property,,4518.0,,1,1,1,1,0,2,49
2535,sector 70a,house,bptp astaire gardens,6.5,27871.0,2332.17,Plot area 299(250 sq.m.),4,4,3+,2.0,North-East,New Property,,299.0,,1,1,0,1,0,0,160
2538,sector 24,house,independent,1.45,26852.0,540.0,Plot area 60(50.17 sq.m.),3,3,1,,Na,Old Property,,540.0,,0,0,0,0,0,1,9
2566,sector 109,house,international city by sobha phase 1,6.0,24691.0,2430.04,Plot area 270(225.75 sq.m.),4,4,3+,2.0,North-East,Relatively new property,,2430.0,,1,1,0,1,1,1,160
2569,sector 63a,house,aindependentt raj estates,8.5,27139.0,3132.02,Plot area 348(290.97 sq.m.),6,6,3+,3.0,East,Under Construction,,3132.0,,0,0,0,1,1,1,29
2586,sector 54,flat,dlf the belaire,10.0,24557.0,4072.0,Super Built up area 4072(378.3 sq.m.)Built Up area: 3000 sq.ft. (278.71 sq.m.)Carpet area: 2800 sq.ft. (260.13 sq.m.),4,5,3+,17.0,North,Moderately New Property,4072.0,3000.0,2800.0,1,0,0,0,0,2,167
