sector,property_type,society,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,servant room,study room,others,pooja room,store room,furnishing_type,luxury_score
sector 7,house,independent,1.16,11693.0,2,4,2,3.0,Moderately New Property,1102.0,0,0,1,0,0,1,39
sector 83,flat,vatika gurgaon,1.42,8875.0,4,4,3,7.0,Relatively new property,2000.0,1,1,0,0,0,1,103
sector 7,house,independent,3.85,14650.0,4,4,3,3.0,Old Property,2628.0,0,0,0,0,0,1,27
sector 70,flat,shree vardhman victoria,1.75,8974.0,3,5,0,0.0,Relatively new property,1950.0,0,0,0,0,0,1,47
sector 66,flat,emaar mgf the palm drive,3.0,15385.0,3,3,2,12.0,Relatively new property,1950.0,1,0,0,0,0,1,96
sector 69,flat,tulip violet,1.7,8458.0,4,4,2,10.0,Relatively new property,1804.0,1,1,0,1,1,1,174
sector 107,flat,signature global solera,0.5,7752.0,3,2,2,6.0,Relatively new property,717.0,0,0,1,0,0,1,49
sector 76,house,ninex city,1.75,6250.0,4,4,0,14.0,New Property,3111.0,0,0,0,0,0,1,0
sector 69,flat,tulip violet,2.0,10168.0,4,4,1,12.0,Relatively new property,2186.0,0,0,0,0,0,1,79
sector 83,flat,vatika city homes,1.08,6207.0,3,3,3,6.0,Relatively new property,1537.0,0,0,0,0,1,1,111
sector 48,house,vipul tatvam villa,8.5,26235.0,4,4,2,2.0,Moderately New Property,3240.0,1,0,0,1,1,1,88
sector 38,house,independent,4.0,21786.0,6,6,3+,4.0,Old Property,1836.04,1,1,1,1,0,0,137
sector 92,flat,sare homes,0.95,4750.0,4,3,2,17.0,New Property,1983.0,0,0,0,0,0,1,7
sector 2,house,independent,4.95,20370.0,6,5,3+,3.0,Relatively new property,2430.0,1,0,0,0,0,1,91
sector 79,flat,godrej aria,1.1,11482.0,2,2,3,9.0,New Property,81.0,0,0,0,0,0,1,62
sohna road,flat,signature global park,0.75,6938.0,2,2,0,1.0,Relatively new property,1081.0,0,0,0,0,0,1,58
sohna road,flat,signature global park,0.54,6391.0,2,2,3,4.0,New Property,676.0,0,0,0,0,0,1,44
sector 89,flat,adani aangan arcade,0.5,7764.0,2,2,1,4.0,Relatively new property,672.0,0,0,0,0,0,2,69
sector 84,flat,ss almeria,1.48,7400.0,3,3,2,1.0,New Property,1624.0,1,0,0,0,1,0,139
sector 37d,flat,bptp park generations,1.5,9868.0,3,2,3+,17.0,Relatively new property,1376.0,0,0,0,0,0,1,42
sector 85,flat,ss,1.19,7121.0,2,2,3,11.0,Relatively new property,1670.0,0,0,0,0,0,1,49
sector 79,flat,godrej aria,1.69,8522.0,3,3,2,7.0,Relatively new property,1795.0,0,0,0,0,0,1,112
sector 82a,flat,dlf the primus,3.5,13431.0,5,5,3+,14.0,Relatively new property,2896.0,0,1,0,0,0,2,49
sector 47,flat,irwo westend towers,0.65,12059.0,1,1,2,3.0,Old Property,599.0,0,0,0,0,0,1,56
sector 4,house,independent,2.35,16319.0,4,4,2,2.0,Old Property,1440.0,0,0,0,1,0,1,43
sector 89,flat,adani aangan galleria,0.42,4941.0,2,2,2,3.0,Relatively new property,769.0,0,0,0,0,0,1,0
sector 85,flat,ss the leaf,1.1,9565.0,2,2,3,10.0,Relatively new property,1600.0,0,0,0,1,0,1,150
sector 25,house,independent,7.6,38760.0,2,9,3,4.0,Relatively new property,1960.78,0,1,0,1,1,0,84
sector 58,flat,ireo the grand arch,2.2,16000.0,2,2,1,5.0,Relatively new property,1528.0,0,0,0,1,0,0,49
sector 59,flat,conscient elevate,6.75,19882.0,4,4,2,10.0,New Property,2567.0,1,0,0,0,0,1,31
sector 88a,flat,godrej oasis,1.45,8082.0,3,3,3,12.0,Relatively new property,1993.0,0,0,0,0,0,1,49
sector 85,flat,ss the leaf,2.03,7229.0,4,4,3+,3.0,Relatively new property,2225.0,0,0,1,0,0,1,49
sector 33,flat,godrej nature plus,1.5,9677.0,3,3,3,6.0,Under Construction,1403.0,0,1,0,0,0,1,72
sector 48,flat,bestech park view city,4.25,9335.0,4,5,3+,14.0,Moderately New Property,4120.0,0,1,0,0,0,0,81
sector 102,flat,shapoorji pallonji joyville gurugram,0.97,16441.0,2,2,2,10.0,Relatively new property,742.0,0,0,0,0,0,1,151
sector 23,flat,ashiana apartment,0.16,2051.0,2,2,2,1.0,Moderately New Property,706.0,0,0,0,0,0,1,0
sector 99a,flat,pareena laxmi apartments,0.32,5517.0,2,2,1,2.0,New Property,577.0,0,0,0,0,0,1,43
sector 86,flat,ansal heights 86,0.95,5621.0,3,2,1,6.0,New Property,1878.0,0,0,0,0,0,1,15
sector 107,flat,signature global solera,0.28,5726.0,2,2,2,10.0,Relatively new property,543.0,0,0,0,0,0,1,38
sector 70a,flat,bptp astaire gardens,1.8,9351.0,3,3,3,3.0,Relatively new property,1925.0,0,1,0,0,0,1,135
sector 24,house,independent,4.5,33333.0,2,8,3+,4.0,Relatively new property,1350.01,1,0,0,0,1,0,56
sector 79,flat,supertech araville,0.78,6023.0,2,2,3+,0.0,New Property,1172.0,0,0,1,0,0,1,74
sector 52,flat,ardee city,1.5,9146.0,4,4,3,3.0,Old Property,1484.0,0,0,0,0,0,1,65
sector 92,flat,sare crescent parc,0.66,4977.0,3,2,2,15.0,Relatively new property,1473.0,0,0,0,0,0,2,44
sector 68,flat,supertech hues,0.93,8611.0,2,2,2,11.0,New Property,1200.0,0,0,0,0,0,1,0
sector 106,flat,paras dews,1.15,7419.0,3,3,3,11.0,Relatively new property,1650.0,1,0,0,1,0,0,174
sector 104,flat,zara aavaas,0.49,6577.0,3,2,2,7.0,Under Construction,695.0,0,0,0,0,0,1,74
sector 66,flat,emaar mgf the enclave,2.1,12353.0,3,4,2,12.0,Relatively new property,1800.0,1,0,0,0,0,0,156
sector 37d,flat,bptp terra,1.65,8791.0,3,3,2,15.0,Relatively new property,1699.0,0,0,0,0,0,1,116
sector 109,flat,raheja atharva,0.79,7932.0,3,2,2,3.0,Relatively new property,1213.0,0,0,0,0,0,0,44
sector 112,flat,experion windchants,2.6,10651.0,2,2,3,8.0,Relatively new property,2441.0,0,0,0,0,0,1,168
sector 107,flat,m3m woodshire,0.9,6589.0,2,2,3+,10.0,Relatively new property,1236.0,0,0,1,0,0,0,49
sector 9a,flat,railway officers rpf society,1.25,6921.0,4,3,3,1.0,Old Property,2007.0,1,0,0,0,0,0,12
sector 49,flat,orchid petals,2.51,12179.0,3,3,3+,7.0,Old Property,2061.0,0,1,0,0,0,0,72
sector 79,flat,godrej,1.93,8532.0,3,4,3+,5.0,Relatively new property,2047.0,1,0,0,0,0,1,158
sector 14,house,independent,6.46,18889.0,5,5,2,3.0,Moderately New Property,3419.98,1,1,0,1,0,0,27
sector 108,house,independent,1.34,5000.0,1,1,0,1.0,Relatively new property,2680.0,0,0,0,0,0,1,0
sector 112,flat,experion windchants,6.5,10417.0,4,5,3,11.0,Relatively new property,4800.0,0,0,0,0,0,1,55
sector 82,flat,mapsko royale ville,0.97,5419.0,3,4,2,16.0,Relatively new property,1620.0,1,0,0,0,0,1,95
sector 74,flat,m3m skywalk,2.25,13636.0,3,3,2,9.0,Relatively new property,1938.0,1,0,0,0,0,0,174
sector 91,flat,dlf new town heights,1.75,7403.0,4,4,3+,9.0,Relatively new property,2139.0,1,0,0,1,0,1,88
sector 78,flat,umang monsoon breeze,1.25,5000.0,4,4,3,2.0,Relatively new property,2300.0,1,0,1,1,0,1,57
sector 90,flat,green court,0.45,7188.0,2,2,1,2.0,New Property,696.0,0,0,0,0,0,0,42
sector 95,flat,signature the roselia,0.48,7164.0,2,2,2,6.0,Relatively new property,744.0,0,0,0,0,0,1,16
sector 25,house,independent,4.31,31926.0,5,4,3,3.0,Old Property,1350.0,0,0,0,0,0,1,40
sector 84,flat,pivotal devaan,0.35,6003.0,2,2,1,4.0,Relatively new property,528.0,0,0,0,0,0,1,37
sector 62,flat,emaar digihomes,2.1,13926.0,2,2,3,12.0,New Property,1500.0,0,0,1,0,0,0,49
sector 104,flat,ats triumph,2.52,8000.0,4,4,3+,19.0,Relatively new property,2800.0,1,0,0,0,1,0,156
sector 91,flat,tarc maceo,1.8,7759.0,3,3,3+,0.0,Relatively new property,2578.0,0,0,0,1,0,2,45
sector 67,flat,ireo victory valley,2.95,12110.0,3,3,3+,14.0,Moderately New Property,2236.0,1,0,0,1,0,0,165
sector 81,flat,signature global city 81,0.89,8279.0,2,2,2,3.0,Under Construction,1194.0,0,0,1,0,0,1,20
sector 2,house,palam vihar extension west zone rwa,0.4,4444.0,3,4,2,2.0,Moderately New Property,900.0,0,0,0,0,0,1,36
sector 49,flat,orchid petals,2.35,11559.0,3,3,3,15.0,Relatively new property,2030.0,0,0,1,0,0,1,49
sector 92,house,independent,1.8,7627.0,4,5,0,13.0,Relatively new property,2360.0,0,0,0,0,0,1,0
sohna road,flat,gls arawali homes,0.3,6237.0,2,2,2,4.0,Relatively new property,524.0,0,0,0,0,0,2,120
sector 81,flat,dlf the ultima,2.4,11412.0,3,3,3+,12.0,Relatively new property,1650.0,1,0,0,0,0,2,49
sector 103,house,satya the hermitage,3.15,6702.0,4,5,0,12.0,Relatively new property,4700.0,0,0,0,0,0,1,61
sector 37d,flat,ramprastha the edge towers,0.71,5420.0,2,2,3,10.0,New Property,1100.0,0,0,1,0,0,1,38
sector 95,flat,rof ananda,0.32,5829.0,2,2,1,9.0,Relatively new property,610.0,0,0,0,1,0,0,71
sector 110,flat,indiabulls enigma,4.49,11572.0,5,5,3+,4.0,Relatively new property,3511.0,1,0,0,0,0,1,165
sector 90,flat,shree vardhman flora,1.0,5128.0,3,4,3,8.0,New Property,1765.0,1,0,0,0,0,1,95
sector 53,flat,tulip monsella,6.02,20816.0,3,3,3,29.0,Under Construction,2892.0,0,0,0,0,0,1,68
sector 107,flat,m3m woodshire,1.02,6649.0,2,2,3,6.0,Relatively new property,1388.0,0,1,0,0,0,1,112
sector 65,flat,m3m skycity,2.1,16031.0,2,2,2,43.0,New Property,1186.0,0,0,0,0,0,1,127
sector 109,house,international city by sobha phase 1,5.75,16428.0,4,4,2,3.0,Relatively new property,4800.0,1,0,0,0,0,1,146
sector 112,flat,experion windchants,5.2,10726.0,4,6,3+,15.0,Relatively new property,3655.35,1,0,0,1,0,0,174
sector 54,flat,swarn jayanti cghs,1.75,7609.0,4,3,3+,3.0,Old Property,1900.0,0,0,1,0,0,0,26
sohna road,flat,eldeco accolade,0.73,5753.0,2,2,3,9.0,Relatively new property,1148.0,0,0,0,1,0,1,103
sector 46,house,independent,3.6,24845.0,5,5,3+,3.0,Moderately New Property,1448.98,1,0,0,0,0,0,75
sector 78,flat,umang monsoon breeze,1.1,5055.0,3,3,3+,9.0,Old Property,2176.0,1,0,0,0,0,1,80
sector 69,flat,tulip violet,1.19,8815.0,2,3,1,0.0,Relatively new property,1500.0,0,1,0,0,0,1,174
sector 84,flat,antriksh heights,0.89,4369.0,3,3,3,8.0,Relatively new property,1833.0,0,0,0,1,0,1,67
sector 89,flat,smart world gems,1.1,9973.0,2,2,2,3.0,New Property,1226.0,0,0,0,0,1,1,77
sector 71,flat,signature andour heights,0.37,7400.0,1,1,2,2.0,Relatively new property,425.0,0,0,0,0,0,0,37
sector 70,flat,shree vardhman victoria,1.07,7926.0,2,2,3,8.0,Relatively new property,1222.0,0,1,0,0,0,1,108
sector 43,flat,sanskriti apartments,2.5,13514.0,3,2,3,5.0,Old Property,1674.0,0,1,0,0,0,1,0
sector 37c,flat,corona optus,1.22,6912.0,3,4,3,5.0,Relatively new property,1665.0,0,0,0,0,0,1,149
sector 26,house,arjun marg/ sector- 26 phase- 1/ golf course road,31.5,35000.0,7,9,3+,3.0,Moderately New Property,9000.0,1,1,0,1,1,2,74
sector 80,flat,elan mercado,0.85,12409.0,1,1,1,15.0,Relatively new property,761.0,0,0,0,0,0,1,60
sector 89,house,greenopolis,0.7,5397.0,2,2,2,14.0,New Property,1297.0,0,0,0,0,0,1,0
sector 6,house,bhim nagar society,0.4,2500.0,4,2,2,1.0,Moderately New Property,1600.0,0,0,0,0,0,1,0
gwal pahari,flat,valley view estate,1.5,7489.0,4,4,3+,10.0,Moderately New Property,1850.0,0,0,0,0,0,1,58
sector 72,flat,tata primanti,5.0,11111.0,4,4,3+,2.0,Moderately New Property,4500.0,1,1,1,1,0,0,174
sector 84,flat,pivotal devaan,0.34,5832.0,2,2,1,3.0,Relatively new property,533.0,0,0,0,0,1,1,75
sector 28,house,independent,9.0,27778.0,6,7,3+,3.0,Moderately New Property,3240.0,1,1,0,1,1,1,67
sohna road,flat,mvn athens,0.21,4667.0,1,1,1,11.0,New Property,500.0,0,0,0,0,0,1,16
sector 22,flat,ambience creacions,6.16,20533.0,4,5,3+,10.0,New Property,3333.0,1,0,0,1,0,0,49
sector 104,flat,godrej summit,0.85,5878.0,2,2,3+,10.0,Relatively new property,1269.0,0,1,0,0,0,1,79
sector 99a,flat,pareena coban residences,1.6,8000.0,3,3,3,6.0,Under Construction,1810.0,0,0,0,0,0,1,0
sector 81,flat,vipul lavanya,0.64,5263.0,2,2,3,12.0,Relatively new property,1361.0,0,0,0,0,0,0,93
sector 50,house,nirvana country,10.0,14285.0,5,7,2,4.0,Moderately New Property,7000.0,1,0,0,0,0,2,0
sector 92,flat,gls avenue 51,0.42,6562.0,3,3,1,2.0,Relatively new property,711.0,0,0,0,0,0,1,20
sector 103,flat,indiabulls centrum park,1.9,5682.0,3,4,3+,10.0,Relatively new property,3716.0,1,1,1,1,0,0,49
sector 62,flat,pioneer araya,7.56,18000.0,4,4,3+,23.0,Relatively new property,4200.0,1,0,0,1,0,0,87
sector 48,house,eldeco mansionz,6.0,22222.0,4,4,3+,2.0,Moderately New Property,2700.0,1,0,0,0,0,1,69
sector 76,house,suncity avenue 76,0.75,10067.0,2,2,2,11.0,New Property,745.0,0,0,0,0,0,1,40
manesar,house,independent,2.0,14954.0,3,1,0,3.0,Moderately New Property,1337.4,0,0,0,0,0,1,16
sector 110,flat,ompee k s residency,1.6,2993.0,2,2,2,1.0,Relatively new property,73.0,0,0,0,0,0,1,0
sector 53,flat,parsvnath exotica,5.0,17271.0,3,4,3+,8.0,Relatively new property,2500.0,1,0,1,1,0,0,49
sector 67,house,independent,1.5,8642.0,5,3,2,2.0,New Property,200.0,0,0,0,0,0,1,0
sector 54,flat,dlf the crest,11.0,35223.0,4,6,3,7.0,Relatively new property,2826.0,1,0,0,0,0,2,125
sector 113,flat,la vida by tata housing,2.78,10335.0,3,4,3+,5.0,Relatively new property,2350.0,1,0,0,0,0,1,174
sector 60,flat,ireo skyon,3.75,13393.0,4,5,3,15.0,Relatively new property,2534.0,1,0,0,0,0,1,167
sector 81,flat,dlf the ultima,3.46,12047.0,4,4,3+,10.0,New Property,2599.0,1,0,0,0,0,2,161
sector 12,flat,shri balaji apartment,0.35,4037.0,2,2,1,1.0,Moderately New Property,737.0,0,0,0,0,0,1,23
sector 31,house,huda housing board colony,4.6,31506.0,2,4,3+,3.0,Old Property,1460.04,0,0,1,0,0,1,8
sector 103,flat,indiabulls centrum park,1.15,7765.0,2,2,3,8.0,Relatively new property,1250.0,0,1,0,0,0,0,135
sector 61,flat,smart world orchard,2.6,14723.0,3,3,2,2.0,New Property,1766.0,0,0,0,0,0,1,47
sector 49,flat,satya element one,0.87,19333.0,1,1,1,2.0,Relatively new property,500.0,0,0,0,0,0,1,22
sector 109,flat,sbtl caladium,1.68,6601.0,3,3,3+,7.0,Moderately New Property,2303.0,1,0,0,0,0,1,134
sector 37d,flat,bptp terra,1.95,14444.0,4,3,3,7.0,Under Construction,1650.0,0,0,0,0,0,1,53
sector 9a,flat,the khushboo cooperative housing society ltd,0.88,4889.0,3,3,2,2.0,Old Property,1438.0,0,0,0,0,0,0,31
sector 90,flat,dlf regal gardens,1.29,7104.0,3,3,3+,12.0,Relatively new property,1817.0,1,0,0,0,0,1,152
sector 65,flat,emaar mgf emerald estate,1.73,12401.0,3,3,3,9.0,Relatively new property,1262.0,1,0,0,0,0,2,159
sector 99a,flat,pareena coban residences,1.32,6610.0,3,5,3,11.0,New Property,1737.0,1,0,0,0,0,1,88
sector 61,flat,smart world orchard,1.57,13652.0,2,2,2,3.0,New Property,1150.0,0,1,1,0,0,1,71
sector 43,flat,silverglades hightown residences,4.2,19765.0,3,4,2,7.0,Under Construction,2125.0,0,0,0,0,0,1,42
sector 56,flat,shri banke bihari society,1.37,9133.0,3,3,3+,2.0,Old Property,1450.0,0,0,1,0,0,1,174
sector 65,flat,m3m heights,2.1,16653.0,2,2,3,8.0,New Property,1015.0,0,0,0,0,0,1,31
sector 28,flat,sahara grace,4.3,12421.0,3,4,3,5.0,Old Property,3133.0,1,0,0,0,1,1,24
sector 11,house,independent,1.2,4444.0,7,3,0,3.0,Moderately New Property,300.0,0,0,0,0,0,1,0
sector 74,flat,m3m skywalk,1.52,13345.0,2,2,3,6.0,Relatively new property,1250.0,0,0,0,0,1,1,174
sector 89,flat,smart world gems,1.01,9157.0,2,2,2,4.0,Under Construction,1226.0,0,1,0,0,0,1,38
sector 104,flat,ats triumph,2.3,10000.0,3,4,3+,15.0,New Property,2544.0,1,0,0,0,0,1,117
sector 92,flat,signature global city 92,0.99,6622.0,3,2,3,1.0,New Property,1661.0,0,0,1,0,0,1,37
sector 60,flat,ireo skyon,3.75,13393.0,4,4,3,12.0,Relatively new property,2650.0,1,0,0,0,0,0,49
sector 107,flat,m3m woodshire,1.49,6311.0,3,4,3+,5.0,Relatively new property,2137.0,1,0,0,0,1,0,174
sector 110,flat,indiabulls enigma,3.79,9896.0,5,5,3,4.0,Relatively new property,3466.0,1,0,1,0,0,1,125
sector 103,flat,landmark the residency,0.9,6667.0,2,2,2,1.0,Relatively new property,1222.0,0,0,0,0,0,1,44
sector 65,flat,m3m skycity,2.0,15267.0,2,2,2,16.0,New Property,1186.0,0,0,0,0,0,0,174
sector 92,flat,sare green parc phase 3,0.75,7143.0,3,2,2,3.0,New Property,1298.0,0,0,0,0,0,1,121
sector 84,flat,alpha corp gurgaonone,1.15,7497.0,2,2,3,8.0,Relatively new property,1361.0,0,1,0,0,0,0,37
sector 28,flat,rose apartment,3.0,10482.0,3,5,3+,8.0,Old Property,2590.0,0,0,0,0,0,1,0
sector 10a,flat,karmyogi apartment,2.3,6466.0,6,4,2,6.0,Moderately New Property,3951.0,0,0,0,0,0,1,0
sector 37c,flat,imperia the esfera,0.99,5455.0,3,5,3+,5.0,Relatively new property,1400.0,1,0,0,0,0,1,49
sector 47,house,malibu towne,1.15,4646.0,3,3,3,2.0,Old Property,275.0,0,0,0,0,0,0,33
sector 17b,house,independent,8.5,18814.0,4,4,2,2.0,Old Property,4517.91,1,1,0,1,0,0,21
sector 49,flat,bestech park view city,2.7,12506.0,3,4,3+,6.0,Moderately New Property,2159.0,0,0,0,0,0,1,0
sector 92,flat,gls avenue 51,0.42,7107.0,2,2,1,4.0,Relatively new property,657.0,0,1,0,1,0,0,42
sector 45,house,independent,17.0,37777.0,5,8,3+,3.0,Relatively new property,4500.0,1,1,0,1,1,2,152
sector 2,flat,bestech park view residency,0.98,6960.0,2,2,3,0.0,Moderately New Property,1281.0,0,0,0,0,0,1,85
sohna road,flat,trisara our homes 3,0.4,6557.0,2,2,1,0.0,New Property,669.0,0,0,0,0,0,0,90
sector 108,flat,experion the heartsong,2.0,8554.0,3,3,3+,14.0,Relatively new property,2116.0,1,0,0,0,0,1,95
sector 90,flat,dlf new town heights,1.9,5684.0,4,4,3+,7.0,Relatively new property,2468.0,1,0,0,1,0,1,88
sector 82,flat,mapsko casa bella,1.38,5444.0,4,5,3+,20.0,Relatively new property,2294.0,1,0,0,0,0,1,79
sector 8,house,independent,0.59,10085.0,2,2,2,2.0,Moderately New Property,585.0,0,0,1,0,0,1,7
sector 77,flat,umang winter hills,1.05,5763.0,3,3,3,7.0,Relatively new property,1600.0,0,0,0,0,0,1,49
sector 104,flat,ats triumph,1.85,8079.0,3,4,3+,14.0,Relatively new property,2072.0,1,1,0,1,1,1,117
sector 49,house,uppal southend,6.75,32328.0,4,4,3,3.0,Relatively new property,2087.97,1,0,0,0,0,0,26
sector 70,flat,shree vardhman victoria,1.65,8462.0,3,3,2,6.0,Relatively new property,2167.0,0,1,0,0,0,1,72
sector 104,flat,hero homes,1.9,11249.0,3,3,3,16.0,Under Construction,1365.0,0,0,0,1,0,0,103
sector 104,flat,godrej summit,0.98,5950.0,3,3,3,12.0,Relatively new property,1490.0,0,0,1,0,0,1,79
sector 50,house,independent,7.0,23333.0,4,4,2,3.0,Old Property,3400.0,1,0,0,0,0,1,118
sector 92,flat,sare homes,0.6,5000.0,3,2,3,4.0,Moderately New Property,1333.0,0,0,0,0,0,0,49
sector 70a,flat,aipl the peaceful homes,2.55,11860.0,3,3,3,20.0,New Property,2000.0,1,0,1,1,0,0,150
sector 4,flat,shreeram apartment ii,0.21,4667.0,1,1,1,2.0,Relatively new property,500.0,0,0,0,0,0,1,7
sector 50,house,independent,6.5,21667.0,5,6,0,1.0,Moderately New Property,3000.0,0,0,0,0,0,1,0
sector 24,flat,ambience lagoon,4.25,13281.0,3,4,3+,3.0,Old Property,3201.0,1,0,0,0,1,0,131
sector 2,flat,mittal cosmos executive apartments,0.75,6550.0,2,2,2,15.0,Old Property,1100.0,0,0,0,0,0,0,42
sector 66,flat,ireo uptown,1.32,11438.0,2,2,2,6.0,Relatively new property,1048.0,0,0,0,0,0,1,45
sector 92,flat,raheja navodaya,1.1,4681.0,3,2,3,0.0,Relatively new property,2350.0,0,0,0,0,0,1,0
sector 102,flat,shapoorji pallonji joyville gurugram,2.12,16960.0,3,3,3,9.0,Relatively new property,1852.0,0,0,0,0,0,1,72
sohna road,flat,breez global hill view,0.32,5776.0,2,2,2,19.0,Relatively new property,616.0,0,0,0,0,0,0,21
sector 86,flat,pyramid urban homes 2,0.41,6902.0,2,2,1,3.0,Relatively new property,668.0,0,0,0,0,0,1,63
sector 105,house,independent,1.3,11556.0,3,3,1,1.0,Moderately New Property,1125.0,0,0,0,0,0,1,0
sector 3,house,independent,0.9,8929.0,3,3,0,2.0,Moderately New Property,112.0,0,0,0,0,0,1,0
sector 12,house,independent,1.7,8000.0,5,5,3,3.0,Moderately New Property,2000.0,0,0,1,1,0,1,9
sector 102,flat,adani m2k oyster grande,2.5,7817.0,4,5,3+,10.0,Relatively new property,2600.0,1,0,0,1,0,0,174
sector 67a,flat,pyramid urban,0.6,8571.0,2,2,2,14.0,New Property,633.0,0,0,0,0,0,1,15
sector 3,house,independent,0.9,8928.0,3,1,0,1.0,Moderately New Property,1008.0,0,0,0,0,0,1,0
sector 69,flat,tulip violet,1.36,8619.0,3,3,2,12.0,Relatively new property,1428.0,0,0,0,1,0,0,49
sector 110,house,independent,1.0,8796.0,3,2,2,1.0,Old Property,120.0,0,0,0,1,0,1,0
sector 61,flat,pioneer park,2.1,11667.0,3,3,3,15.0,Relatively new property,1592.0,0,0,0,0,0,0,49
sector 108,flat,experion the heartsong,0.97,9238.0,2,2,3,10.0,Relatively new property,1167.0,1,0,0,0,0,1,165
sector 50,house,independent,11.58,35741.0,5,5,3,2.0,Moderately New Property,3240.0,1,0,0,0,0,1,20
sector 107,flat,m3m woodshire,0.8,5857.0,2,2,3+,7.0,Relatively new property,1236.0,0,0,0,0,0,0,165
sector 49,flat,vatika city,2.65,11773.0,3,4,3,11.0,Moderately New Property,2251.0,1,0,0,1,0,0,140
sector 84,flat,alpha corp gurgaonone,1.5,7641.0,3,3,3,20.0,Relatively new property,1833.0,1,0,0,0,0,0,37
sector 63,flat,adani brahma samsara vilasa,4.49,14254.0,4,4,3+,3.0,New Property,3150.0,0,0,0,0,0,0,96
sohna road,flat,trisara our homes 3,0.35,5564.0,2,2,1,2.0,New Property,699.0,0,0,0,0,0,1,74
sector 103,flat,indiabulls centrum park,1.15,8679.0,2,2,3,10.0,Relatively new property,1080.0,0,1,0,0,0,0,174
sector 92,flat,bestech park view sanskruti,1.68,11053.0,3,4,3+,15.0,Relatively new property,1804.0,1,0,0,0,0,0,174
sector 72,flat,tata primanti,3.5,11427.0,4,5,3+,16.0,Relatively new property,2625.0,1,0,1,0,0,1,31
sector 11,house,independent,1.8,8078.0,8,5,2,1.0,Moderately New Property,2476.0,0,0,0,0,0,1,0
sector 85,flat,ss the leaf,1.15,11967.0,2,2,3,20.0,Relatively new property,1263.0,0,0,0,1,0,1,107
sector 71,flat,chd avenue,1.35,5745.0,4,4,3,8.0,Moderately New Property,2127.0,1,0,0,0,0,1,26
sector 56,flat,kiran residency,1.55,6889.0,3,3,3+,5.0,Moderately New Property,1900.0,1,0,0,1,0,0,92
sector 108,flat,experion the heartsong,1.7,8487.0,3,4,3+,14.0,Relatively new property,1500.29,1,0,0,0,0,1,119
sector 95,flat,rof ananda,0.2,5464.0,1,1,1,9.0,Relatively new property,407.0,0,0,0,1,0,1,52
sector 112,flat,experion windchants,2.5,13889.0,2,2,3,10.0,Relatively new property,1939.03,0,1,0,1,0,0,174
sector 33,flat,godrej nature plus,1.08,13123.0,2,2,3,8.0,Under Construction,85.0,0,0,0,0,0,1,56
sector 62,flat,pioneer araya,10.75,19499.0,5,7,3,10.0,Relatively new property,4990.0,1,0,0,0,0,0,153
sector 89,flat,m3m soulitude,1.3,8701.0,3,3,2,1.0,New Property,1179.0,0,0,1,0,0,1,45
sector 103,flat,satya the hermitage,0.89,6138.0,2,3,3,1.0,Relatively new property,1257.0,1,0,0,0,0,1,75
sector 81,flat,dlf the ultima,2.29,10926.0,3,4,3+,15.0,Relatively new property,1900.0,1,0,0,0,0,2,103
sector 50,house,unitech aspen greens,7.0,32407.0,4,4,2,2.0,Old Property,2160.0,1,0,0,0,0,1,29
sector 66,flat,emaar mgf the palm drive,3.4,15455.0,3,4,3,9.0,Relatively new property,2200.0,1,0,0,0,1,0,96
sector 67,flat,bestech park view spa next,2.7,11489.0,4,4,3+,9.0,Moderately New Property,2127.0,1,0,0,1,0,0,149
sector 107,flat,m3m woodshire,0.75,5490.0,2,2,3+,14.0,Relatively new property,1201.0,0,0,0,1,0,1,174
sector 92,house,sare crescent parc royal greens phase 1,0.85,4877.0,4,4,3,4.0,Relatively new property,1743.0,0,0,0,0,0,1,0
sector 103,flat,indiabulls centrum park,2.45,8522.0,4,6,3,5.0,Relatively new property,2602.0,1,0,0,0,0,1,38
sector 99a,flat,pareena laxmi apartments,0.32,5787.0,2,2,2,11.0,New Property,502.0,0,0,0,0,0,1,66
sector 104,flat,godrej summit,1.25,6779.0,3,4,3+,12.0,Relatively new property,1669.0,1,0,1,0,0,1,79
sector 108,flat,sobha city,3.95,16859.0,3,5,2,15.0,New Property,2343.0,1,0,0,0,0,1,118
sector 92,flat,signature global city 92,0.78,11143.0,2,2,3,2.0,Under Construction,846.0,0,0,1,0,0,1,24
sector 47,house,independent,4.6,26620.0,2,6,3+,4.0,Moderately New Property,1728.02,0,0,0,0,0,2,51
sector 9,house,independent,1.1,6111.0,4,3,1,2.0,Old Property,200.0,0,0,0,0,0,1,0
sector 85,flat,ss the leaf,1.91,5026.0,4,6,3,6.0,Relatively new property,3890.0,1,0,0,0,0,1,174
sector 84,flat,ss the coralwood,1.1,4857.0,3,3,2,9.0,Relatively new property,1584.0,0,0,0,0,0,1,75
sector 99a,flat,conscient habitat,0.27,5602.0,2,2,1,8.0,Relatively new property,538.0,0,0,1,0,0,1,49
sector 109,house,international city by sobha phase 1,5.7,10556.0,4,4,3+,4.0,Relatively new property,5400.0,1,1,0,0,0,1,98
sector 109,house,international city by sobha phase 1,5.7,10556.0,4,5,3+,3.0,Relatively new property,5400.0,1,1,0,1,1,1,160
sector 79,flat,bestech altura,1.9,9000.0,3,4,2,11.0,New Property,2389.0,1,0,0,0,0,1,49
